File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 1 Batches (kJ)
1000_nvidia_smi_log.csv,1000,1,1,1,61.42181818181818,1055.0,0.06480001818181819,0.06480001818181819,0.06480001818181819
2000_nvidia_smi_log.csv,2000,1,1,1,82.27999999999999,1004.0,0.08260911999999998,0.08260911999999998,0.08260911999999998
5000_nvidia_smi_log.csv,5000,1,1,1,82.85454545454546,976.0,0.08086603636363636,0.08086603636363636,0.08086603636363636
10000_nvidia_smi_log.csv,10000,1,1,1,83.39333333333335,999.0,0.08330994000000001,0.08330994000000001,0.08330994000000001
20000_nvidia_smi_log.csv,20000,1,1,1,84.33333333333333,1025.0,0.08644166666666665,0.08644166666666665,0.08644166666666665
30000_nvidia_smi_log.csv,30000,1,1,1,85.40500000000002,1081.0,0.09232280500000002,0.09232280500000002,0.09232280500000002
