grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
100,100,100,60004,10,0,4.40037e+06,4.40037e+06
100,100,100,60004,1,0,4.40038e+06,4.40038e+06
100,100,100,60004,2,0,4.40038e+06,4.40038e+06
100,100,100,60004,3,0,4.40038e+06,4.40038e+06
100,100,100,60004,4,0,4.40038e+06,4.40038e+06
100,100,100,60004,5,0,4.40039e+06,4.40039e+06
100,100,100,60004,6,0,4.40039e+06,4.40039e+06
100,100,100,60004,7,0,4.40038e+06,4.40038e+06
100,100,100,60004,8,0,4.40037e+06,4.40037e+06
100,100,100,60004,9,0,4.40038e+06,4.40038e+06
