iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_10k_batches(kJ)
60016,1,30x30x30,68930.22,27000,13,305.6078452,2000,42.43333333,142967,6.066566367,0.003033283,0.151664159
60016,1,50x50x50,286044.22,125000,13,340.9472843,2000,44.82352941,580479,26.01911753,0.013009559,0.650477938
60016,1,100x100x100,1617585.5,1000000,13,482.3287548,200,39.85294118,329500,13.13154412,0.065657721,3.282886029
60016,1,150x150x150,4816266.5,3375000,13,546.7309585,100,39.89,486508,19.40680412,0.194068041,9.70340206
60016,1,200x200x200,10705350,8000000,13,583.0415633,100,47.99545455,1077008,51.69148851,0.516914885,25.84574425
60016,1,250x250x250,20121400,15625000,13,605.8599302,50,41.92270531,1013020,42.46853894,0.849370779,42.46853894
60016,1,300x300x300,33819500,27000000,13,622.8837209,10,45.26760563,353984,16.02400811,1.602400811,80.12004056
Max,,,,,,622.8837209,,,,,,
