iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_50_batches(kJ)
60000,1,30x30x30,1418890,27000,13,14.84258822,1,68.92625,1629,0.112280861,0.112280861,5.614043062
60000,1,50x50x50,1465897,125000,13,66.5121765,1,90.226875,1590,0.143460731,0.143460731,7.173036562
60000,1,100x100x100,2072695,1000000,13,376.3216489,1,137.6633333,2165,0.298041117,0.298041117,14.90205583
60000,1,150x150x150,3904875,3375000,13,674.1573034,1,229.0705128,4314,0.988210192,0.988210192,49.41050962
60000,1,200x200x200,9281400,8000000,13,672.3123667,1,263.5582353,9444,2.489043974,2.489043974,124.4521987
60000,1,250x250x250,16520850,15625000,13,737.7041738,1,284.3945033,16966,4.825037143,4.825037143,241.2518572
60000,1,300x300x300,27687750,27000000,13,760.6251862,1,289.0909091,27738,8.018803636,8.018803636,400.9401818
Max,,,,,,760.6251862,,,,,,
