iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_10k_batches(kJ)
60120,1,100x100,8132.81,10000,4,295.6911572,5000,59.04524745,42037,2.482085067,0.000496417,0.496417013
60120,1,200x100,10490.77,20000,4,458.4601512,5000,67.49628255,54052,3.648309064,0.000729662,0.729661813
60120,1,200x200,15317.27,40000,4,627.9970256,5000,78.00755039,79032,6.165092723,0.001233019,1.233018545
60120,1,300x150,17299.82,45000,4,625.53252,2500,75.37910806,44577,3.3601745,0.00134407,1.3440698
60120,1,300x300,30022.55,90000,4,720.8981249,1000,80.88394982,30908,2.499961121,0.002499961,2.499961121
60120,1,400x200,28749.5,80000,4,669.1733769,1000,80.0562283,29803,2.385915772,0.002385916,2.385915772
60120,1,400x300,40369.65,120000,4,714.8340399,500,80.98694983,21102,1.708986615,0.003417973,3.417973231
60120,1,400x400,51965.15,160000,4,740.4346952,500,82.25521542,26905,2.213076571,0.004426153,4.426153142
Max,,,,,,740.4346952,,,,,,
