iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_1000_batches(kJ)
60000,1,100x100,410406.15,10000,4,5.847865584,1,59.969,866,0.051933154,0.051933154,51.933154
60000,1,200x100,409378,20000,4,11.72510492,1,83.50666667,788,0.065803253,0.065803253,65.80325333
60000,1,200x200,353530,40000,4,27.15469691,1,84.83375,734,0.062267973,0.062267973,62.2679725
60000,1,300x150,354573.45,45000,4,30.45913336,1,86.697,781,0.067710357,0.067710357,67.710357
60000,1,300x300,359950.6,90000,4,60.00823446,1,88.455,846,0.07483293,0.07483293,74.83293
60000,1,400x200,363753.1,80000,4,52.78305532,1,89.47,763,0.06826561,0.06826561,68.26561
60000,1,400x300,395102.15,120000,4,72.89254184,1,92.247,823,0.075919281,0.075919281,75.919281
60000,1,400x400,400325.3,160000,4,95.92199144,1,95.495,815,0.077828425,0.077828425,77.828425
Max,,,,,,95.92199144,,,,,,
