grid_x,grid_y,grid_z,average_main_time
30,30,1,21846.790384615386
60,60,1,9362.176000000001
100,100,1,12498.48
200,100,1,18450.329999999998
200,200,1,25288.88
300,150,1,28941.98
300,300,1,43542.92
400,200,1,43287.34
400,300,1,56159.399999999994
400,400,1,69574.6
