File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Tot Batches,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 1000 Batches (kJ)
30_30_1_hls_power_profile.csv,30,30,1,1,1000,36.49190309433963,13725,0.5008513699698114,0.0005008513699698114,0.5008513699698114
30_30_10_hls_power_profile.csv,30,30,1,10,1000,49.99287792857144,3666,0.1832738904861429,0.0001832738904861429,0.1832738904861429
30_30_20_hls_power_profile.csv,30,30,1,20,1000,48.599026625,2953,0.143512925623625,0.000143512925623625,0.143512925623625
30_30_50_hls_power_profile.csv,30,30,1,50,10000,61.443734333333346,19782,1.2154799525820004,0.00012154799525820004,0.12154799525820004
60_60_1_hls_power_profile.csv,60,60,1,1,1000,43.265357565789486,19609,0.8483903965075662,0.0008483903965075662,0.8483903965075662
60_60_10_hls_power_profile.csv,60,60,1,10,1000,60.64892514285714,7116,0.4315777513165714,0.0004315777513165714,0.4315777513165714
60_60_20_hls_power_profile.csv,60,60,1,20,1000,64.40437969230769,6537,0.42101143004861535,0.00042101143004861537,0.42101143004861535
60_60_50_hls_power_profile.csv,60,60,1,50,1000,65.157269,5983,0.389835940427,0.000389835940427,0.389835940427
100_100_1_hls_power_profile.csv,100,100,1,1,500,52.54236620689656,15161,0.7965948140627587,0.0015931896281255174,1.5931896281255173
100_100_10_hls_power_profile.csv,100,100,1,10,500,65.78033163636364,8504,0.5593959402356364,0.0011187918804712728,1.1187918804712729
100_100_20_hls_power_profile.csv,100,100,1,20,500,68.14703225,8032,0.547356963032,0.001094713926064,1.094713926064
100_100_50_hls_power_profile.csv,100,100,1,50,500,71.7522323125,8076,0.57947102815575,0.0011589420563115,1.1589420563115
100_100_100_hls_power_profile.csv,100,100,1,100,500,68.87920015625,7959,0.5482095540435937,0.0010964191080871874,1.0964191080871875
200_100_1_hls_power_profile.csv,200,100,1,1,500,55.67840552272728,22567,1.2564945774313865,0.002512989154862773,2.512989154862773
200_100_10_hls_power_profile.csv,200,100,1,10,500,68.12105085714286,14348,0.9774008376982859,0.001954801675396572,1.954801675396572
200_100_20_hls_power_profile.csv,200,100,1,20,500,69.58452701785714,14092,0.9805851547356429,0.0019611703094712858,1.9611703094712858
200_100_50_hls_power_profile.csv,200,100,1,50,500,69.68530241818182,13888,0.9677894799837091,0.0019355789599674181,1.9355789599674182
200_100_100_hls_power_profile.csv,200,100,1,100,500,70.08803170909091,13833,0.9695277426318546,0.0019390554852637093,1.9390554852637092
200_200_1_hls_power_profile.csv,200,200,1,1,500,58.15874451111111,34986,2.0347418354657334,0.004069483670931467,4.069483670931467
200_200_10_hls_power_profile.csv,200,200,1,10,500,65.88648953846153,26772,1.763913097923692,0.0035278261958473843,3.527826195847384
200_200_20_hls_power_profile.csv,200,200,1,20,500,66.09662822857143,26408,1.7454797582601145,0.003490959516520229,3.490959516520229
200_200_50_hls_power_profile.csv,200,200,1,50,500,66.418225375,26180,1.7388291403175,0.003477658280635,3.477658280635
200_200_100_hls_power_profile.csv,200,200,1,100,500,66.38943540384615,26616,1.767021212708769,0.003534042425417538,3.534042425417538
300_150_1_hls_power_profile.csv,300,150,1,1,250,56.13391163157894,19582,1.099214257569579,0.004396857030278316,4.396857030278316
300_150_10_hls_power_profile.csv,300,150,1,10,250,62.692398305084744,15249,0.9559963817542373,0.003823985527016949,3.823985527016949
300_150_20_hls_power_profile.csv,300,150,1,20,250,54.22985400000001,704,0.038177817216000005,0.00015271126886400003,0.15271126886400002
300_150_50_hls_power_profile.csv,300,150,1,50,250,63.68538693220338,14896,0.9486575237421015,0.003794630094968406,3.794630094968406
300_150_100_hls_power_profile.csv,300,150,1,100,250,51.25433633333333,724,0.03710813950533333,0.00014843255802133332,0.14843255802133332
300_300_1_hls_power_profile.csv,300,300,1,1,100,54.440591339622635,13650,0.743114071785849,0.00743114071785849,7.43114071785849
300_300_10_hls_power_profile.csv,300,300,1,10,100,56.075081600000004,11931,0.6690317985696,0.006690317985696001,6.690317985696001
300_300_20_hls_power_profile.csv,300,300,1,20,100,55.19434999999998,11519,0.6357837176499997,0.006357837176499998,6.357837176499998
300_300_50_hls_power_profile.csv,300,300,1,50,100,57.540086063829776,11857,0.6822528004588296,0.006822528004588296,6.822528004588296
300_300_100_hls_power_profile.csv,300,300,1,100,100,55.85378629787235,11601,0.6479597748416172,0.006479597748416171,6.479597748416171
400_200_1_hls_power_profile.csv,400,200,1,1,100,54.27224856862746,13065,0.7090669275491177,0.007090669275491177,7.090669275491177
400_200_10_hls_power_profile.csv,400,200,1,10,100,56.32324281395349,11097,0.6250190255064418,0.0062501902550644185,6.250190255064418
400_200_20_hls_power_profile.csv,400,200,1,20,100,58.12272823255814,10989,0.6387106605475815,0.006387106605475815,6.387106605475815
400_200_50_hls_power_profile.csv,400,200,1,50,100,57.0637862857143,10835,0.6182861244057145,0.006182861244057145,6.182861244057145
400_200_100_hls_power_profile.csv,400,200,1,100,100,57.08463677272728,11021,0.6291297818722273,0.0062912978187222735,6.291297818722273
400_300_1_hls_power_profile.csv,400,300,1,1,50,51.20967824324324,9537,0.4883867014058108,0.009767734028116216,9.767734028116216
400_300_10_hls_power_profile.csv,400,300,1,10,100,54.34014741935483,15812,0.8592264109948385,0.008592264109948386,8.592264109948387
400_300_20_hls_power_profile.csv,400,300,1,20,100,56.85228952380952,16035,0.9116264625142857,0.009116264625142857,9.116264625142856
400_300_50_hls_power_profile.csv,400,300,1,50,100,55.0084756875,15745,0.8661084496996875,0.008661084496996875,8.661084496996875
400_300_100_hls_power_profile.csv,400,300,1,100,100,55.577549796875005,16181,0.8993003332632346,0.008993003332632345,8.993003332632345
