grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
50,50,50,60000,10,13653.6,235993,255546
50,50,50,60000,11,11264.3,235972,252344
50,50,50,60000,12,13289,235978,254505
50,50,50,60000,13,13812.9,235997,254762
50,50,50,60000,14,13826.3,235965,254942
50,50,50,60000,15,13590.5,235984,254678
50,50,50,60000,16,9678.73,236010,250854
50,50,50,60000,17,13378.3,235968,254316
50,50,50,60000,18,13191.4,235966,254058
50,50,50,60000,19,13413.1,236012,254531
50,50,50,60000,1,11050.3,236008,252411
50,50,50,60000,20,13379.6,235971,254467
50,50,50,60000,21,13708.8,235988,255034
50,50,50,60000,22,13622.7,236018,254916
50,50,50,60000,23,11678.3,235991,252775
50,50,50,60000,24,13031.9,235982,254137
50,50,50,60000,25,13679,235994,254681
50,50,50,60000,26,11323.4,235980,252409
50,50,50,60000,27,13473.9,236003,254544
50,50,50,60000,28,12871.7,236009,254158
50,50,50,60000,29,13471.9,235996,254680
50,50,50,60000,2,13493.4,235980,254638
50,50,50,60000,30,13571.2,235967,254535
50,50,50,60000,31,11042.1,236015,252131
50,50,50,60000,32,13520.6,235957,254449
50,50,50,60000,33,13651.9,235984,254648
50,50,50,60000,34,11375,236012,252546
50,50,50,60000,35,13261.2,235951,254100
50,50,50,60000,36,13366.1,235983,254867
50,50,50,60000,37,11193.3,235979,252258
50,50,50,60000,38,12655.5,235955,253817
50,50,50,60000,39,13691.3,235967,254667
50,50,50,60000,3,13474.9,236263,255144
50,50,50,60000,40,14472.2,236009,255928
50,50,50,60000,41,13416.1,235966,254509
50,50,50,60000,42,13694.3,235971,255198
50,50,50,60000,43,11908.2,236018,252911
50,50,50,60000,44,13149.2,235977,254165
50,50,50,60000,45,12227.4,235987,253340
50,50,50,60000,46,13463.9,236013,254591
50,50,50,60000,47,13257.6,235979,254526
50,50,50,60000,48,11546.8,235966,252597
50,50,50,60000,49,13755.8,235992,255028
50,50,50,60000,4,14111.6,236017,254812
50,50,50,60000,50,13708.5,235964,255241
50,50,50,60000,5,13521.4,235971,254578
50,50,50,60000,6,13429.1,235967,254362
50,50,50,60000,7,13714.6,236022,254408
50,50,50,60000,8,13617.4,235973,254513
50,50,50,60000,9,13532.8,235966,254409
