grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
75,75,75,60000,10,31335.6,655601,692650
75,75,75,60000,11,29704.2,655633,690637
75,75,75,60000,12,31619.3,655618,692475
75,75,75,60000,13,28731.8,655644,689688
75,75,75,60000,14,30697.3,655624,691889
75,75,75,60000,15,30654.3,655617,691692
75,75,75,60000,16,30973.1,655614,691935
75,75,75,60000,17,31565.7,655643,692755
75,75,75,60000,18,31711.9,655621,692620
75,75,75,60000,19,30776.1,655632,692001
75,75,75,60000,1,32036.5,655644,693083
75,75,75,60000,20,31889.1,655604,693129
75,75,75,60000,2,31375.6,655622,692886
75,75,75,60000,3,31909.3,655652,692919
75,75,75,60000,4,31158.8,655624,692340
75,75,75,60000,5,28240.9,655637,689175
75,75,75,60000,6,31132.9,655609,692078
75,75,75,60000,7,30979,655648,692083
75,75,75,60000,8,28872.9,655618,689886
75,75,75,60000,9,31210.8,655634,692177
