grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
30,30,30,60000,10,3666.24,64773.7,73545.2
30,30,30,60000,11,3702.49,64810.7,73028.9
30,30,30,60000,12,3688.53,64768.5,73113.8
30,30,30,60000,13,3644.23,64764.9,73156
30,30,30,60000,14,3737.42,64762.5,73438.3
30,30,30,60000,15,3724.14,64756.8,73423.5
30,30,30,60000,16,3357.51,64810.3,72835
30,30,30,60000,17,3703.73,64764.6,73339.5
30,30,30,60000,18,3589.85,64776.3,73222.1
30,30,30,60000,19,3666.13,64772.8,73246.8
30,30,30,60000,1,3742.61,67033.6,3.04454e+06
30,30,30,60000,20,3705.48,64776.5,73452.8
30,30,30,60000,21,3625.99,64799.1,73326.3
30,30,30,60000,22,3645.35,64773.1,73183.4
30,30,30,60000,23,3684.42,64768.1,73231.8
30,30,30,60000,24,3692.57,64758.4,73255.3
30,30,30,60000,25,3699.42,64775,73388.7
30,30,30,60000,26,3652.98,64808.9,73113.8
30,30,30,60000,27,3671.54,64751.6,73025.4
30,30,30,60000,28,3718.4,64767.9,73500.9
30,30,30,60000,29,3654.18,64772.3,73589.1
30,30,30,60000,2,3753.84,64787.5,73342.7
30,30,30,60000,30,3662.54,64779.2,73659.7
30,30,30,60000,31,3688.23,64802.7,74283.1
30,30,30,60000,32,3630.27,64755.8,73502.3
30,30,30,60000,33,2774.49,64759.6,72724.4
30,30,30,60000,34,3689.64,64770.2,73750.4
30,30,30,60000,35,2773.67,64744.7,72678.8
30,30,30,60000,36,3752.13,64801.3,73362.5
30,30,30,60000,37,3623.57,64772.2,73452.3
30,30,30,60000,38,3683.03,64776.8,73252.7
30,30,30,60000,39,3743.66,64757.1,73236.6
30,30,30,60000,3,3671.91,64758.4,73359.2
30,30,30,60000,40,3627.01,64769.9,73216.9
30,30,30,60000,41,2784.46,64906.6,3.01298e+06
30,30,30,60000,42,3505.34,64789,73414.8
30,30,30,60000,43,2818.37,64767.7,72446.7
30,30,30,60000,44,2764.48,64759.1,72302.1
30,30,30,60000,45,3743.49,64764.5,73332.2
30,30,30,60000,46,3689.76,64803.3,73625.2
30,30,30,60000,47,3596.01,64763.8,73139.4
30,30,30,60000,48,3653.78,64757.9,73083.8
30,30,30,60000,49,3684.51,64760.4,73148.3
30,30,30,60000,4,3618.43,64775.3,72958.7
30,30,30,60000,50,3614.73,64761.6,73272.1
30,30,30,60000,5,3691.82,64780.1,73544.1
30,30,30,60000,6,3701.87,64814.5,73446.7
30,30,30,60000,7,3851.3,64769.8,73233.3
30,30,30,60000,8,3739.77,64763.8,73298
30,30,30,60000,9,3683.55,64764.5,73010
