grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
150,150,150,60000,10,196123,4.24112e+06,4.44609e+06
150,150,150,60000,1,199786,4.24111e+06,4.45009e+06
150,150,150,60000,2,199181,4.2411e+06,4.44952e+06
150,150,150,60000,3,195212,4.24109e+06,4.445e+06
150,150,150,60000,4,198197,4.24111e+06,4.44809e+06
150,150,150,60000,5,195809,4.24112e+06,4.44576e+06
150,150,150,60000,6,195617,4.24111e+06,4.44614e+06
150,150,150,60000,7,198714,4.24112e+06,4.44889e+06
150,150,150,60000,8,198850,4.24112e+06,4.44893e+06
150,150,150,60000,9,197322,4.24114e+06,4.44723e+06
