grid_x,grid_y,grid_z,average_main_time
100,1,1,8018.085
150,1,1,7938.43
200,1,1,7936.655000000001
500,1,1,8081.76
1000,1,1,7785.365
2000,1,1,8066.82
5000,1,1,9248.955
10000,1,1,6677.59
20000,1,1,9335.065
30000,1,1,9123.73
