File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 50 Batches (kJ)
30_30_30_hls_power_profile.csv,30,30,30,2000,42.43333333333333,142967,6.066566366666667,0.0030332831833333332,0.15166415916666667
50_50_50_hls_power_profile.csv,50,50,50,2000,44.8235294117647,580479,26.019117529411766,0.013009558764705883,0.6504779382352941
100_100_100_hls_power_profile.csv,100,100,100,200,39.85294117647059,329500,13.131544117647058,0.0656577205882353,3.282886029411765
150_150_150_hls_power_profile.csv,150,150,150,100,39.89,486508,19.40680412,0.1940680412,9.70340206
200_200_200_hls_power_profile.csv,200,200,200,100,47.99545454545454,1077008,51.69148850909091,0.5169148850909091,25.845744254545455
250_250_250_hls_power_profile.csv,250,250,250,50,41.92270531400966,1013020,42.46853893719806,0.8493707787439613,42.46853893719806
300_300_300_hls_power_profile.csv,300,300,300,10,45.267605633802816,353984,16.024008112676057,1.6024008112676058,80.12004056338029
