grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,1,1,7615.39
60,60,1,1,8499.83
100,100,1,1,9775.56
200,100,1,1,12324.56
200,200,1,1,18196.39
300,150,1,1,20405.9
300,300,1,1,35493.1
400,200,1,1,33895.7
400,300,1,1,47774.0
400,400,1,1,61524.0
30,30,1,10,789.9399999999999
60,60,1,10,1699.05
100,100,1,10,4228.4
30,30,1,20,558.3399999999999
60,60,1,20,1557.9699999999998
30,30,1,50,480.62
