grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
30,30,50,1800,10,0,782235,782235
30,30,50,1800,1,0,782192,782192
30,30,50,1800,2,0,782190,782190
30,30,50,1800,3,0,782177,782177
30,30,50,1800,4,0,782200,782200
30,30,50,1800,5,0,782201,782201
30,30,50,1800,6,0,782199,782199
30,30,50,1800,7,0,782195,782195
30,30,50,1800,8,0,782228,782228
30,30,50,1800,9,0,782184,782184
