grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
1000,1,1,60000,100,111.141,4054.64,9289.65
1000,1,1,60000,10,155.516,4074.56,9296.74
1000,1,1,60000,11,102.905,4091.43,9110.88
1000,1,1,60000,12,128.283,4120.78,2.97265e+06
1000,1,1,60000,13,135.898,4005.15,9140.32
1000,1,1,60000,14,128.094,4129.03,9266.51
1000,1,1,60000,15,135.388,4046.54,9205.2
1000,1,1,60000,16,136.8,4003.49,9064.24
1000,1,1,60000,17,138.693,4003.21,9119.55
1000,1,1,60000,18,137.391,4270.44,9558.62
1000,1,1,60000,19,137.392,4246.8,9640.41
1000,1,1,60000,1,128.585,4195.83,9201.01
1000,1,1,60000,20,136.749,4074.48,9255.19
1000,1,1,60000,21,136.95,4053.8,9234.08
1000,1,1,60000,22,137.321,3965.22,8960.72
1000,1,1,60000,23,137.461,4108.42,9235.8
1000,1,1,60000,24,127.773,4074.92,9206.19
1000,1,1,60000,25,102.895,4120.6,3.47413e+06
1000,1,1,60000,26,141.78,3976.93,9343.57
1000,1,1,60000,27,135.678,4008.08,8964.74
1000,1,1,60000,28,136.5,4047.07,9149.66
1000,1,1,60000,29,137.432,4090.06,8679.11
1000,1,1,60000,2,135.577,3988.11,9083.69
1000,1,1,60000,30,150.345,4025.4,9019.04
1000,1,1,60000,31,137.481,4221.79,2.97724e+06
1000,1,1,60000,32,136.849,4033.15,9085.23
1000,1,1,60000,33,135.387,4006.22,9146.72
1000,1,1,60000,34,137.501,3998.77,9017.41
1000,1,1,60000,35,136.229,4011.17,9305.52
1000,1,1,60000,36,137.3,4234.3,9285.18
1000,1,1,60000,37,137.191,4149.62,2.96701e+06
1000,1,1,60000,38,136.88,4120.29,9245.31
1000,1,1,60000,39,140.426,3998.87,9358.63
1000,1,1,60000,3,159.484,4050.26,9087.29
1000,1,1,60000,40,162.369,4093.61,9023.89
1000,1,1,60000,41,140.347,3991.99,9002.47
1000,1,1,60000,42,135.567,4087.53,9257
1000,1,1,60000,43,137.35,4072.87,9077.74
1000,1,1,60000,44,136.309,4028.46,9777.27
1000,1,1,60000,45,127.362,4062.86,9431.72
1000,1,1,60000,46,136.098,3997.57,8907.25
1000,1,1,60000,47,84.251,4077.8,8881.66
1000,1,1,60000,48,135.077,4126.44,9234.77
1000,1,1,60000,49,135.768,4455.35,9568.31
1000,1,1,60000,4,136.579,4015.87,9187.73
1000,1,1,60000,50,140.847,4022.88,10029.8
1000,1,1,60000,51,135.868,4063,9079.46
1000,1,1,60000,52,103.357,4006.65,8933.98
1000,1,1,60000,53,134.526,3993.94,9248.6
1000,1,1,60000,54,68.721,4001.66,9236.2
1000,1,1,60000,55,136.359,4058.79,8927.77
1000,1,1,60000,56,160.155,4082.66,9195.75
1000,1,1,60000,57,141.008,3999.81,9024.76
1000,1,1,60000,58,136.99,3995.82,9019.74
1000,1,1,60000,59,161.357,4016.39,9092.6
1000,1,1,60000,5,154.905,4080.45,9210.78
1000,1,1,60000,60,136.891,3996.56,9138.88
1000,1,1,60000,61,105.15,3992.94,8898.77
1000,1,1,60000,62,138.042,4107.34,2.92782e+06
1000,1,1,60000,63,151.539,4004.68,9302.35
1000,1,1,60000,64,138.413,4007.53,9390.33
1000,1,1,60000,65,148.271,3997.25,9130.22
1000,1,1,60000,66,136.76,4000.5,8775.49
1000,1,1,60000,67,137.521,3993.96,9279.67
1000,1,1,60000,68,103.477,4110.32,8902.61
1000,1,1,60000,69,136.92,4026.64,9374.2
1000,1,1,60000,6,103.627,4098.88,9246.09
1000,1,1,60000,70,83.87,4072.57,9094.96
1000,1,1,60000,71,137.071,4020.25,9037.43
1000,1,1,60000,72,84.52,4052.2,9298.79
1000,1,1,60000,73,87.968,4112.8,9204.66
1000,1,1,60000,74,73.89,4144.38,8850.08
1000,1,1,60000,75,136.739,4025.58,9161.61
1000,1,1,60000,76,89.04,4048.25,9327.93
1000,1,1,60000,77,86.355,4215.77,9392.61
1000,1,1,60000,78,135.919,4024.62,9107.6
1000,1,1,60000,79,136.78,4085.45,9111.91
1000,1,1,60000,7,135.618,4007.84,10103.4
1000,1,1,60000,80,137.051,4037.83,9257.33
1000,1,1,60000,81,136.891,4053.95,9324.83
1000,1,1,60000,82,87.186,4004.39,9215.15
1000,1,1,60000,83,84.25,4103.19,9297.48
1000,1,1,60000,84,161.888,3990.4,9195.87
1000,1,1,60000,85,136.62,4121.89,9188.67
1000,1,1,60000,86,152.9,4076.84,9161.96
1000,1,1,60000,87,103.246,4220.87,9452.19
1000,1,1,60000,88,74.782,3999.83,8917.8
1000,1,1,60000,89,137.482,4103.94,9126.59
1000,1,1,60000,8,137.211,4159.56,9348.11
1000,1,1,60000,90,84.851,4024.51,9149.33
1000,1,1,60000,91,137.311,3980.3,9177.75
1000,1,1,60000,92,84.61,4149.77,9365.53
1000,1,1,60000,93,90.722,4176.68,3.46874e+06
1000,1,1,60000,94,136.549,4192.07,9302.63
1000,1,1,60000,95,84.34,4076.45,9137.86
1000,1,1,60000,96,84.139,3987.45,9129.42
1000,1,1,60000,97,85.823,4009.79,9458.64
1000,1,1,60000,98,83.409,4022.74,9044.27
1000,1,1,60000,99,74.842,4162.09,3.05557e+06
1000,1,1,60000,9,139.666,3990.62,9082.34
