grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,30,1,1134.28
30,30,50,1,25778.17
50,50,16,1,25114.71
50,50,30,1,57851.6
50,50,50,1,66600.25
75,75,75,1,223132.9
100,100,100,1,443516.0
150,150,150,1,1380238.0
200,200,200,1,3512386.6666666665
250,250,250,1,5957105.0
256,256,32,1,923660.5
300,300,300,1,12823650.0
512,256,64,1,3401000.0
512,512,128,1,13156700.0
