grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
75,75,75,60000,10,32422.7,657308,702578
75,75,75,60000,11,31906.7,657306,701476
75,75,75,60000,12,29147.2,657279,698128
75,75,75,60000,13,29739,657271,699466
75,75,75,60000,14,30608.8,657310,700544
75,75,75,60000,15,28247.9,657645,698442
75,75,75,60000,16,30001,657386,699970
75,75,75,60000,17,29168.3,657818,699380
75,75,75,60000,18,31094.4,657598,700969
75,75,75,60000,19,31463,657283,701267
75,75,75,60000,1,31882.3,657359,701731
75,75,75,60000,20,28138.6,657389,697941
75,75,75,60000,2,30606.5,657425,699877
75,75,75,60000,3,28496.8,657314,698199
75,75,75,60000,4,28209.1,657281,697659
75,75,75,60000,5,30801.9,657307,700322
75,75,75,60000,6,30917.4,657271,700469
75,75,75,60000,7,30279.2,657306,700025
75,75,75,60000,8,29741.8,657299,698811
75,75,75,60000,9,30542.6,657322,700204
