grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
100,100,100,60000,10,67006.7,1.40185e+06,1.48197e+06
100,100,100,60000,11,63732.1,1.40189e+06,1.47881e+06
100,100,100,60000,12,64242.2,1.40194e+06,1.47965e+06
100,100,100,60000,13,70213,1.40187e+06,1.48521e+06
100,100,100,60000,14,65777.9,1.40189e+06,1.48049e+06
100,100,100,60000,15,64880.6,1.40186e+06,1.47983e+06
100,100,100,60000,16,69348.7,1.40198e+06,1.48474e+06
100,100,100,60000,17,66871.7,1.40189e+06,1.48204e+06
100,100,100,60000,18,67528.8,1.4019e+06,1.48211e+06
100,100,100,60000,19,66779.9,1.40182e+06,1.48149e+06
100,100,100,60000,1,68046.4,1.40186e+06,1.48312e+06
100,100,100,60000,20,66475.6,1.40196e+06,1.48142e+06
100,100,100,60000,2,64628.7,1.40194e+06,1.47996e+06
100,100,100,60000,3,68222.9,1.40188e+06,1.48377e+06
100,100,100,60000,4,68651.9,1.40212e+06,1.48315e+06
100,100,100,60000,5,67751,1.40192e+06,1.48288e+06
100,100,100,60000,6,68969.1,1.40193e+06,1.48432e+06
100,100,100,60000,7,67367.8,1.40187e+06,1.48263e+06
100,100,100,60000,8,63427.2,1.40187e+06,1.47748e+06
100,100,100,60000,9,70256.2,1.40186e+06,1.48527e+06
