grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
30,30,30,60000,10,3549,68855.3,84164.7
30,30,30,60000,11,2468.76,69170.7,83275.4
30,30,30,60000,12,3679.4,68857,84431.4
30,30,30,60000,13,3688.59,68877.1,85462.7
30,30,30,60000,14,3369.07,68962.8,91100.9
30,30,30,60000,15,3737.62,68871.9,84218.3
30,30,30,60000,16,2547.39,68869.1,84166.7
30,30,30,60000,17,3789.91,68866,91246.2
30,30,30,60000,18,1929.51,68849.1,82413.9
30,30,30,60000,19,2810.39,68877.2,85613
30,30,30,60000,1,3504.31,68862.9,83766.1
30,30,30,60000,20,1811.4,68858.1,82031.8
30,30,30,60000,21,2197.78,68849.6,83046.1
30,30,30,60000,22,1835.73,68882.7,89409.6
30,30,30,60000,23,3145.32,68879.8,84085
30,30,30,60000,24,3556.63,68828.1,85160.3
30,30,30,60000,25,2714.26,68854.1,83490.7
30,30,30,60000,26,2363.52,68838.5,83013
30,30,30,60000,27,1822.32,68868.6,88960.9
30,30,30,60000,28,2876.14,68951.6,83576.8
30,30,30,60000,29,3804.39,68875.4,85337.1
30,30,30,60000,2,1817.3,68894.3,82386.6
30,30,30,60000,30,3493.08,68833.3,83956.3
30,30,30,60000,31,2761.31,68861.6,83411.6
30,30,30,60000,32,2924.21,68858.6,83462.8
30,30,30,60000,33,3296.81,68961.3,83612
30,30,30,60000,34,3447.48,68855.8,83795.7
30,30,30,60000,35,2307.44,68856.1,82777.2
30,30,30,60000,36,2294.39,68924.9,82671.2
30,30,30,60000,37,2866.29,68872.8,85946.6
30,30,30,60000,38,3390.24,68932.1,90960.6
30,30,30,60000,39,3120.95,68867.1,83286.7
30,30,30,60000,3,2596.75,68868.5,92076.1
30,30,30,60000,40,3211.95,68838.9,83511.4
30,30,30,60000,41,2720.69,68873.4,82605.2
30,30,30,60000,42,3377.37,68861.6,85419.3
30,30,30,60000,43,3057.75,69080,84006.4
30,30,30,60000,44,3024.97,68915,83421.1
30,30,30,60000,45,1818.82,68850.1,82248.8
30,30,30,60000,46,3658.07,68843.1,91054.6
30,30,30,60000,47,3401.83,69010.5,85330.2
30,30,30,60000,48,3553.01,68865.5,84178.1
30,30,30,60000,49,2917.67,68850.9,83522.3
30,30,30,60000,4,1814.88,68832.6,82183.6
30,30,30,60000,50,2594.16,68869.3,83143.4
30,30,30,60000,5,1914.78,68883.5,82397
30,30,30,60000,6,1806.69,68823.1,82192
30,30,30,60000,7,1818.04,68897.4,82407.7
30,30,30,60000,8,3318.11,68863.8,85255.8
30,30,30,60000,9,2449.78,68836.4,83040.5
