grid_x,grid_y,grid_z,average_main_time
100,100,1,9271.94
200,100,1,15338.3
200,200,1,33485.55
300,150,1,37562.4
300,300,1,73447.6
400,200,1,68404.75
400,300,1,98887.04999999999
400,400,1,129190.5
