grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,30,1,65674.9
50,50,50,1,253256.0
100,100,100,1,1376412.0
150,150,150,1,4043755.0
200,200,200,1,8926944.0
250,250,250,1,16688800.0
300,300,300,1,28001000.0
30,30,30,10,35232.0
50,50,50,10,173361.0
100,100,100,10,1126160.0
150,150,150,10,3536460.0
30,30,30,50,32320.1
50,50,50,50,165654.5
100,100,100,50,1102610.0
