grid_x,grid_y,grid_z,average_main_time
30,30,30,1418890.0
50,50,50,1465897.0
100,100,100,2072695.0
150,150,150,3904875.0
200,200,200,9281400.0
250,250,250,16520850.0
300,300,300,27687750.0
