grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
200,200,1,60000,10,1,159.025,411177,411877
200,200,1,60000,11,1,110.865,421704,422350
200,200,1,60000,12,1,111.818,406483,407146
200,200,1,60000,13,1,110.865,409307,409984
200,200,1,60000,14,1,112.057,405061,405696
200,200,1,60000,15,1,113.01,407794,408448
200,200,1,60000,16,1,111.818,405972,406628
200,200,1,60000,17,1,111.103,410548,411236
200,200,1,60000,18,1,118.017,408915,409608
200,200,1,60000,19,1,117.064,420371,421052
200,200,1,60000,1,1,144.005,406321,406989
200,200,1,60000,20,1,111.103,403615,404255
200,200,1,60000,2,1,117.064,404689,405344
200,200,1,60000,3,1,113.01,405692,406325
200,200,1,60000,4,1,114.918,413333,414010
200,200,1,60000,5,1,108.957,406398,407039
200,200,1,60000,6,1,118.017,404615,405304
200,200,1,60000,7,1,115.871,404143,404797
200,200,1,60000,8,1,111.818,403509,404159
200,200,1,60000,9,1,113.01,408459,409116
