grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
400,400,1,60000,10,1,106.096,442702,443380
400,400,1,60000,11,1,105.858,442839,443517
400,400,1,60000,12,1,123.978,442684,443369
400,400,1,60000,13,1,118.017,442549,443225
400,400,1,60000,14,1,118.971,442869,443555
400,400,1,60000,15,1,123.978,442883,443572
400,400,1,60000,16,1,108.957,442678,443355
400,400,1,60000,17,1,118.971,442502,443191
400,400,1,60000,18,1,109.911,442844,443533
400,400,1,60000,19,1,119.925,442722,443409
400,400,1,60000,1,1,113.964,442739,443449
400,400,1,60000,20,1,106.812,442832,443527
400,400,1,60000,2,1,123.024,442589,443281
400,400,1,60000,3,1,108.004,442068,442738
400,400,1,60000,4,1,120.878,442819,443530
400,400,1,60000,5,1,117.064,442473,443155
400,400,1,60000,6,1,119.925,443166,443862
400,400,1,60000,7,1,106.096,442424,443080
400,400,1,60000,8,1,121.117,442866,443559
400,400,1,60000,9,1,121.832,442592,443297
