grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
150,150,150,60000,0,10,2453.21,2.59107e+07,2.59132e+07
150,150,150,60000,1,10,408.816,2.6021e+07,2.60214e+07
