grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
100,100,100,60000,0,1,2498.69,2.09276e+06,2.09526e+06
100,100,100,60000,1,1,107.499,2.0893e+06,2.08941e+06
