grid_x,grid_y,grid_z,average_main_time
30,30,1,4580.759
60,60,1,6443.005
100,100,1,10631.71
200,100,1,17990.65
200,200,1,27788.620000000003
300,150,1,32170.859999999997
300,300,1,53166.2
400,200,1,51543.04
400,300,1,70267.03333333334
400,400,1,89272.86666666665
