iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_50_batches(kJ)
60044,1,30x30x30,53858.44,27000,10,301.0090898,500,35.625,34486,1.22856375,0.002457127,0.122856375
60044,1,50x50x50,214929.78,125000,10,349.2070759,500,38.29166667,113500,4.346104167,0.008692208,0.434610417
60044,1,75x75x75,508165.6,421875,10,498.4804658,200,38.2173913,108512,4.147045565,0.020735228,1.036761391
60044,1,100x100x100,1155126,1000000,10,519.8047659,200,39.10204082,235955,9.226322041,0.04613161,2.30658051
60044,1,150x150x150,3358689,3375000,10,603.3559523,100,39.88732394,344508,13.7415022,0.137415022,6.870751099
60044,1,200x200x200,7341588,8000000,10,654.2889631,100,40.51315789,742016,30.06141137,0.300614114,15.03070568
60044,1,250x250x250,13732950,15625000,10,683.1653068,50,40.6971831,693495,28.22329299,0.56446586,28.22329299
60044,1,300x300x300,22810000,27000000,10,710.7356423,20,40.73684211,461960,18.81879158,0.940939579,47.04697895
Max,,,,,,710.7356423,,,,,,
