iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_50_batches(kJ)
60000,10,30x30x30,1600885,27000,10,101.1940271,10,145.68625,2003,0.291809559,0.029180956,1.459047794
60000,10,50x50x50,2238085,125000,10,335.1079159,10,179.3353125,2656,0.47631459,0.047631459,2.38157295
60000,10,100x100x100,8348205,1000000,10,718.717377,10,311.8535849,8773,2.7358915,0.27358915,13.6794575
60000,10,150x150x150,26970850,3375000,10,750.8105974,10,341.5501875,27276,9.316122914,0.931612291,46.58061457
60000,10,200x200x200,78899100,8000000,10,608.3719586,10,346.0110066,79688,27.5729251,2.75729251,137.8646255
60000,10,250x250x250,153458000,15625000,10,610.9163419,10,347.4498466,153555,53.35266119,5.335266119,266.763306
60000,10,300x300x300,265244000,27000000,10,610.758396,10,347.8079665,266138,92.56491658,9.256491658,462.8245829
Max,,,,,,750.8105974,,,,,,
