iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S),power_batch,avg_power(W),power_elapsed_time(ms),total_energy(kJ),energy_per_batch(kJ),est_energy_for_50_batches(kJ)
60000,1,30x30x30,1408916,27000,10,11.49820145,1,73.3773913,2004,0.147048292,0.147048292,7.352414609
60000,1,50x50x50,1480067,125000,10,50.67338168,1,93.8852,2061,0.193497397,0.193497397,9.67486986
60000,1,100x100x100,2091030,1000000,10,286.9399291,1,145.4469697,2722,0.395906652,0.395906652,19.79533258
60000,1,150x150x150,3909690,3375000,10,517.9438779,1,260.7610417,4110,1.071727881,1.071727881,53.58639406
60000,1,200x200x200,9349270,8000000,10,513.4090683,1,285.4327778,9679,2.762703856,2.762703856,138.1351928
60000,1,250x250x250,16665250,15625000,10,562.5478166,1,320.4656316,16913,5.420035227,5.420035227,271.0017613
60000,1,300x300x300,27779950,27000000,10,583.1543973,1,311.3064263,28303,8.810905784,8.810905784,440.5452892
Max,,,,,,583.1543973,,,,,,
