File,Grid Size X,Grid Size Y,Grid Size Z,Batch Size,Average Power (W),Elapsed Time (ms),Total Energy (kJ),Energy per Batch (kJ),Estimated Energy for 1000 Batches (kJ)
100_100_nvidia_smi_log.csv,100,100,1,100,133.30499999999998,1383.0,0.18436081499999998,0.0018436081499999999,1.84360815
200_100_nvidia_smi_log.csv,200,100,1,100,171.04875,2035.0000000000002,0.34808420625000003,0.0034808420625000005,3.4808420625000003
200_200_nvidia_smi_log.csv,200,200,1,100,197.6161224489796,3926.0,0.7758408967346939,0.007758408967346939,7.758408967346939
300_150_nvidia_smi_log.csv,300,150,1,100,207.65418181818177,4230.0,0.8783771890909089,0.008783771890909089,8.783771890909088
300_300_nvidia_smi_log.csv,300,300,1,100,233.33306122448974,7916.0,1.8470645126530607,0.018470645126530606,18.470645126530606
400_200_nvidia_smi_log.csv,400,200,1,100,229.75988764044942,7358.0,1.690573253258427,0.01690573253258427,16.90573253258427
400_300_nvidia_smi_log.csv,400,300,1,100,239.61146153846153,10480.0,2.5111281169230764,0.025111281169230764,25.111281169230764
400_400_nvidia_smi_log.csv,400,400,1,100,247.2312426035503,13588.0,3.3593781244970415,0.033593781244970415,33.593781244970415
