grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
50,50,50,60048,10,0,500503,500503
50,50,50,60048,11,0,500479,500479
50,50,50,60048,12,0,500517,500517
50,50,50,60048,13,0,500469,500469
50,50,50,60048,14,0,500493,500493
50,50,50,60048,15,0,500493,500493
50,50,50,60048,16,0,500492,500492
50,50,50,60048,17,0,500496,500496
50,50,50,60048,18,0,500482,500482
50,50,50,60048,19,0,500494,500494
50,50,50,60048,1,0,500516,500516
50,50,50,60048,20,0,500494,500494
50,50,50,60048,21,0,500501,500501
50,50,50,60048,22,0,500501,500501
50,50,50,60048,23,0,500500,500500
50,50,50,60048,24,0,500527,500527
50,50,50,60048,25,0,500497,500497
50,50,50,60048,26,0,500510,500510
50,50,50,60048,27,0,500547,500547
50,50,50,60048,28,0,500514,500514
50,50,50,60048,29,0,500511,500511
50,50,50,60048,2,0,500498,500498
50,50,50,60048,30,0,500491,500491
50,50,50,60048,31,0,500497,500497
50,50,50,60048,32,0,500518,500518
50,50,50,60048,33,0,500500,500500
50,50,50,60048,34,0,500494,500494
50,50,50,60048,35,0,500489,500489
50,50,50,60048,36,0,500522,500522
50,50,50,60048,37,0,500504,500504
50,50,50,60048,38,0,500520,500520
50,50,50,60048,39,0,500490,500490
50,50,50,60048,3,0,500508,500508
50,50,50,60048,40,0,500498,500498
50,50,50,60048,41,0,500486,500486
50,50,50,60048,42,0,500524,500524
50,50,50,60048,43,0,500490,500490
50,50,50,60048,44,0,500497,500497
50,50,50,60048,45,0,500513,500513
50,50,50,60048,46,0,500481,500481
50,50,50,60048,47,0,500506,500506
50,50,50,60048,48,0,500495,500495
50,50,50,60048,49,0,500483,500483
50,50,50,60048,4,0,500491,500491
50,50,50,60048,50,0,500479,500479
50,50,50,60048,5,0,500521,500521
50,50,50,60048,6,0,500497,500497
50,50,50,60048,7,0,500490,500490
50,50,50,60048,8,0,500489,500489
50,50,50,60048,9,0,500493,500493
