grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
100,100,1,60012,10,0,23543.8,23543.8
100,100,1,60012,1,0,23478,23478
100,100,1,60012,2,0,23388.8,23388.8
100,100,1,60012,3,0,23067.8,23067.8
100,100,1,60012,4,0,23142.1,23142.1
100,100,1,60012,5,0,23433.9,23433.9
100,100,1,60012,6,0,23160.8,23160.8
100,100,1,60012,7,0,23147.7,23147.7
100,100,1,60012,8,0,23416,23416
100,100,1,60012,9,0,23543.8,23543.8
