grid_x,grid_y,grid_z,average_main_time
30,30,1,8105.772
60,60,1,12855.6
100,100,1,23332.269999999997
200,100,1,40426.48
200,200,1,69733.54
300,150,1,78278.98000000001
300,300,1,140914.5
400,200,1,130534.2
400,300,1,187411.5
400,400,1,244374.5
