grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
100,100,1,60000,0,1,3603.73,407187,410791
100,100,1,60000,1,1,11.747,406804,406815
100,100,1,60000,2,1,10.366,406678,406688
100,100,1,60000,3,1,10.195,405672,405682
100,100,1,60000,4,1,10.105,405871,405881
100,100,1,60000,5,1,10.105,404919,404929
100,100,1,60000,6,1,10.225,405344,405354
100,100,1,60000,7,1,10.295,406367,406378
100,100,1,60000,8,1,10.396,404820,404830
100,100,1,60000,9,1,10.105,406496,406506
100,100,1,60000,10,1,10.025,404780,404790
100,100,1,60000,11,1,10.455,407299,407309
100,100,1,60000,12,1,10.696,406067,406078
100,100,1,60000,13,1,10.225,406237,406247
100,100,1,60000,14,1,10.235,406646,406657
100,100,1,60000,15,1,10.195,407020,407030
100,100,1,60000,16,1,10.255,405508,405518
100,100,1,60000,17,1,10.175,406898,406908
100,100,1,60000,18,1,10.606,405149,405159
100,100,1,60000,19,1,10.716,405551,405561
