grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
400,300,1,60000,0,1,2399.82,403434,405834
400,300,1,60000,1,1,12.649,403842,403854
400,300,1,60000,2,1,10.466,402789,402799
400,300,1,60000,3,1,10.325,403460,403471
400,300,1,60000,4,1,10.375,404142,404152
400,300,1,60000,5,1,10.286,404218,404229
400,300,1,60000,6,1,10.525,403399,403410
400,300,1,60000,7,1,10.216,402949,402959
400,300,1,60000,8,1,10.315,404206,404216
400,300,1,60000,9,1,10.435,405083,405093
400,300,1,60000,10,1,10.004,404368,404378
400,300,1,60000,11,1,10.005,403901,403911
400,300,1,60000,12,1,10.646,403186,403197
400,300,1,60000,13,1,10.065,403651,403661
400,300,1,60000,14,1,10.486,404380,404390
400,300,1,60000,15,1,10.055,405171,405181
400,300,1,60000,16,1,10.215,403903,403913
400,300,1,60000,17,1,10.536,403318,403329
400,300,1,60000,18,1,10.105,404031,404041
400,300,1,60000,19,1,11.096,403476,403487
