grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
400,200,1,60000,0,1,2463.26,374978,377442
400,200,1,60000,1,1,23.355,381020,381044
400,200,1,60000,2,1,8.903,382480,382489
400,200,1,60000,3,1,8.763,381447,381456
400,200,1,60000,4,1,8.673,380621,380630
400,200,1,60000,5,1,8.182,383713,383721
400,200,1,60000,6,1,8.382,382587,382595
400,200,1,60000,7,1,8.283,381818,381826
400,200,1,60000,8,1,8.502,380875,380884
400,200,1,60000,9,1,7.972,382118,382126
400,200,1,60000,10,1,8.162,380849,380857
400,200,1,60000,11,1,8.093,384161,384169
400,200,1,60000,12,1,8.092,381830,381838
400,200,1,60000,13,1,8.442,382331,382340
400,200,1,60000,14,1,7.922,382724,382732
400,200,1,60000,15,1,8.272,382400,382408
400,200,1,60000,16,1,8.153,382061,382069
400,200,1,60000,17,1,8.382,380068,380076
400,200,1,60000,18,1,8.162,379960,379968
400,200,1,60000,19,1,8.353,382338,382347
