grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
300,150,1,60000,0,1,2605.07,406428,409033
300,150,1,60000,1,1,12.269,407148,407160
300,150,1,60000,2,1,10.415,406917,406928
300,150,1,60000,3,1,10.305,407542,407552
300,150,1,60000,4,1,9.905,406963,406973
300,150,1,60000,5,1,10.275,406536,406547
300,150,1,60000,6,1,10.035,406581,406591
300,150,1,60000,7,1,10.326,407232,407243
300,150,1,60000,8,1,12.919,406300,406313
300,150,1,60000,9,1,9.835,407173,407183
300,150,1,60000,10,1,10.305,406021,406031
300,150,1,60000,11,1,10.235,408028,408038
300,150,1,60000,12,1,10.125,407963,407973
300,150,1,60000,13,1,10.225,407675,407686
300,150,1,60000,14,1,10.425,406690,406700
300,150,1,60000,15,1,10.065,408096,408106
300,150,1,60000,16,1,10.305,407494,407504
300,150,1,60000,17,1,10.336,407144,407154
300,150,1,60000,18,1,10.325,408313,408324
300,150,1,60000,19,1,10.526,407228,407238
