grid_x,grid_y,grid_z,average_main_time
100,100,1,350087.55
200,100,1,352947.15
200,200,1,355190.55
300,150,1,363083.7
300,300,1,380560.1
400,200,1,381518.95
400,300,1,405499.45
400,400,1,426376.0
