grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
400,400,1,60000,0,1,2748.8,422565,425314
400,400,1,60000,1,1,10.266,426928,426938
400,400,1,60000,2,1,8.923,426764,426773
400,400,1,60000,3,1,8.783,426370,426379
400,400,1,60000,4,1,23.575,426747,426771
400,400,1,60000,5,1,8.403,426389,426398
400,400,1,60000,6,1,8.492,426535,426544
400,400,1,60000,7,1,8.303,426406,426415
400,400,1,60000,8,1,8.573,426689,426697
400,400,1,60000,9,1,8.282,426270,426279
400,400,1,60000,10,1,7.932,426259,426267
400,400,1,60000,11,1,8.102,426430,426438
400,400,1,60000,12,1,7.912,426463,426471
400,400,1,60000,13,1,8.332,426611,426619
400,400,1,60000,14,1,8.413,427186,427194
400,400,1,60000,15,1,7.932,426643,426651
400,400,1,60000,16,1,8.222,426497,426505
400,400,1,60000,17,1,8.332,426382,426391
400,400,1,60000,18,1,7.962,426653,426661
400,400,1,60000,19,1,8.353,426733,426742
