grid_x,grid_y,grid_z,average_main_time
30,30,1,6088.08
60,60,1,6850.91
100,100,1,8132.81
200,100,1,10490.77
200,200,1,15317.27
300,150,1,17299.82
300,300,1,30022.55
300,350,1,34209.75
300,375,1,36324.15
300,400,1,38447.6
300,425,1,40595.6
300,450,1,42685.15
300,475,1,44837.1
300,500,1,46918.5
300,525,1,48984.8
300,550,1,52038.8
300,575,1,55216.4
400,200,1,28749.5
400,300,1,40369.65
400,350,1,46151.7
400,375,1,48966.1
400,400,1,51965.15
400,425,1,56133.0
