grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
100,100,100,1800,0,1,304.562,1.93089e+06,1.9312e+06
100,100,100,1800,1,1,29.273,2.24696e+06,2.24699e+06
