grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
200,200,1,60000,10,1,127.9,353075,353203
200,200,1,60000,11,1,185.235,355843,356029
200,200,1,60000,12,1,136.743,355339,355476
200,200,1,60000,13,1,122.842,353042,353165
200,200,1,60000,14,1,172.256,353069,353242
200,200,1,60000,15,1,132.226,353023,353155
200,200,1,60000,16,1,125.707,353037,353163
200,200,1,60000,17,1,130.934,353066,353197
200,200,1,60000,18,1,146.857,355434,355581
200,200,1,60000,19,1,121.991,353001,353123
200,200,1,60000,1,1,124.364,353075,353199
200,200,1,60000,20,1,126.157,353044,353170
200,200,1,60000,2,1,121.41,353030,353152
200,200,1,60000,3,1,129.923,353088,353218
200,200,1,60000,4,1,122.692,353051,353174
200,200,1,60000,5,1,126.217,353049,353175
200,200,1,60000,6,1,128.751,353041,353169
200,200,1,60000,7,1,152.125,355150,355302
200,200,1,60000,8,1,121.901,353092,353214
200,200,1,60000,9,1,122.632,353051,353173
