grid_x,grid_y,grid_z,average_main_time
100,100,1,410406.15
200,100,1,409378.0
200,200,1,353530.0
300,150,1,354573.45
300,300,1,359950.6
400,200,1,363753.1
400,300,1,395102.15
400,400,1,400325.3
