grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
300,150,1,60000,10,1,127.579,354448,354575
300,150,1,60000,11,1,122.622,354430,354552
300,150,1,60000,12,1,132.596,354530,354662
300,150,1,60000,13,1,126.037,354402,354528
300,150,1,60000,14,1,127.529,354418,354545
300,150,1,60000,15,1,158.545,354489,354648
300,150,1,60000,16,1,132.026,354476,354608
300,150,1,60000,17,1,127.459,354458,354586
300,150,1,60000,18,1,125.877,354543,354669
300,150,1,60000,19,1,121.48,354496,354618
300,150,1,60000,1,1,123.423,354385,354508
300,150,1,60000,20,1,138.225,354483,354621
300,150,1,60000,2,1,176.031,354492,354668
300,150,1,60000,3,1,124.855,354494,354619
300,150,1,60000,4,1,126.327,354463,354589
300,150,1,60000,5,1,121.651,354489,354611
300,150,1,60000,6,1,121.33,354415,354537
300,150,1,60000,7,1,138.236,354467,354605
300,150,1,60000,8,1,144.835,356665,356809
300,150,1,60000,9,1,127.389,354426,354554
