grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
100,100,1,60000,10,1,136.412,411086,411222
100,100,1,60000,11,1,144.023,407931,408075
100,100,1,60000,12,1,135.36,406884,407019
100,100,1,60000,13,1,135.451,411879,412015
100,100,1,60000,14,1,157.804,409250,409408
100,100,1,60000,15,1,149.562,410601,410751
100,100,1,60000,16,1,144.164,411527,411671
100,100,1,60000,17,1,135.701,410332,410467
100,100,1,60000,18,1,138.616,407184,407322
100,100,1,60000,19,1,136.783,404990,405127
100,100,1,60000,1,1,145.837,409694,409840
100,100,1,60000,20,1,141.67,410249,410391
100,100,1,60000,2,1,136.272,411863,411999
100,100,1,60000,3,1,139.206,407306,407446
100,100,1,60000,4,1,187.448,414005,414193
100,100,1,60000,5,1,138.695,414134,414273
100,100,1,60000,6,1,194.058,411796,411990
100,100,1,60000,7,1,140.819,410227,410368
100,100,1,60000,8,1,192.155,415905,416097
100,100,1,60000,9,1,147.088,411280,411428
