grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
400,300,1,60000,10,1,152.346,395287,395440
400,300,1,60000,11,1,142.491,395141,395283
400,300,1,60000,12,1,125.556,395234,395359
400,300,1,60000,13,1,127.669,395089,395217
400,300,1,60000,14,1,119.648,394925,395045
400,300,1,60000,15,1,130.193,395147,395277
400,300,1,60000,16,1,123.654,394847,394971
400,300,1,60000,17,1,122.021,394798,394920
400,300,1,60000,18,1,168.21,395768,395936
400,300,1,60000,19,1,123.053,394860,394983
400,300,1,60000,1,1,121.049,394923,395044
400,300,1,60000,20,1,119.728,395221,395341
400,300,1,60000,2,1,138.966,395372,395510
400,300,1,60000,3,1,122.201,394801,394923
400,300,1,60000,4,1,134.77,394768,394903
400,300,1,60000,5,1,122.501,395391,395514
400,300,1,60000,6,1,119.868,394814,394933
400,300,1,60000,7,1,120.569,395058,395179
400,300,1,60000,8,1,123.703,395333,395456
400,300,1,60000,9,1,127.329,395266,395394
