grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
400,400,1,60000,10,1,119.577,400211,400330
400,400,1,60000,11,1,123.743,400424,400548
400,400,1,60000,12,1,170.042,400790,400960
400,400,1,60000,13,1,126.317,400386,400512
400,400,1,60000,14,1,120.899,400126,400247
400,400,1,60000,15,1,122.151,400151,400273
400,400,1,60000,16,1,125.636,400367,400493
400,400,1,60000,17,1,174.929,400607,400782
400,400,1,60000,18,1,127.789,400203,400331
400,400,1,60000,19,1,141.911,400365,400506
400,400,1,60000,1,1,121.66,400376,400497
400,400,1,60000,20,1,123.052,400247,400371
400,400,1,60000,2,1,124.604,400335,400460
400,400,1,60000,3,1,124.424,400241,400366
400,400,1,60000,4,1,119.978,400137,400257
400,400,1,60000,5,1,120.659,400228,400348
400,400,1,60000,6,1,130.834,400384,400515
400,400,1,60000,7,1,118.967,400306,400425
400,400,1,60000,8,1,121.32,400361,400483
400,400,1,60000,9,1,130.233,400261,400391
