grid_x,grid_y,grid_z,average_main_time
100,1,1,39601.75
150,1,1,39629.5
200,1,1,45983.149999999994
500,1,1,40525.8
1000,1,1,40329.649999999994
2000,1,1,40491.6
5000,1,1,40840.5
10000,1,1,41219.8
20000,1,1,41010.899999999994
30000,1,1,45183.899999999994
