grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
5000,1,1,60060,10,1,2766.42,467161,469927
5000,1,1,60060,11,1,3181.85,464169,467351
5000,1,1,60060,12,1,2711.44,464585,467297
5000,1,1,60060,13,1,2804.38,467356,470160
5000,1,1,60060,14,1,2557.22,468823,471380
5000,1,1,60060,15,1,3185,466366,469551
5000,1,1,60060,16,1,3097.41,460156,463254
5000,1,1,60060,17,1,2708.46,467454,470163
5000,1,1,60060,18,1,3199.45,470358,473557
5000,1,1,60060,19,1,2731.89,467996,470728
5000,1,1,60060,1,1,2622.37,468928,471550
5000,1,1,60060,20,1,2750.31,459290,462040
5000,1,1,60060,2,1,3037.77,459349,462387
5000,1,1,60060,3,1,2556.28,323376,325932
5000,1,1,60060,4,1,2389.32,332930,335319
5000,1,1,60060,5,1,2561.24,463322,465884
5000,1,1,60060,6,1,3094.34,463724,466818
5000,1,1,60060,7,1,3133.59,466411,469544
5000,1,1,60060,8,1,3006.93,466796,469803
5000,1,1,60060,9,1,3213.06,466918,470131
