grid_x,grid_y,grid_z,average_main_time
100,1,1,397871.5
150,1,1,405554.3
200,1,1,392702.5
500,1,1,402642.8
1000,1,1,412352.3
2000,1,1,400978.0
5000,1,1,434981.5
10000,1,1,433796.2
20000,1,1,461026.7
30000,1,1,463203.8
