grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
2000,1,1,60060,10,1,2207.09,466937,469144
2000,1,1,60060,11,1,3255.55,468179,471435
2000,1,1,60060,12,1,3205.64,464842,468048
2000,1,1,60060,13,1,2602.67,328002,330605
2000,1,1,60060,14,1,3113.44,474693,477807
2000,1,1,60060,15,1,3517.9,461373,464891
2000,1,1,60060,16,1,3085.81,467996,471082
2000,1,1,60060,17,1,2640.27,334880,337520
2000,1,1,60060,18,1,2530.14,474230,476760
2000,1,1,60060,19,1,2472.36,463502,465975
2000,1,1,60060,1,1,2786.09,329467,332253
2000,1,1,60060,20,1,3121.55,465143,468264
2000,1,1,60060,2,1,2600.98,327976,330577
2000,1,1,60060,3,1,2598.44,471502,474101
2000,1,1,60060,4,1,3327.87,460968,464296
2000,1,1,60060,5,1,2581.87,327258,329840
2000,1,1,60060,6,1,2653.78,469494,472147
2000,1,1,60060,7,1,3328.87,462107,465436
2000,1,1,60060,8,1,2550.55,466253,468803
2000,1,1,60060,9,1,2587.4,466504,469092
