grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
100,1,1,60060,10,1,2544.91,394493,397038
100,1,1,60060,11,1,3205.2,428666,431871
100,1,1,60060,12,1,2588.59,397004,399593
100,1,1,60060,13,1,2655.52,393482,396138
100,1,1,60060,14,1,3007.03,395104,398111
100,1,1,60060,15,1,2542.37,395885,398427
100,1,1,60060,16,1,2510.55,393416,395927
100,1,1,60060,17,1,2602.64,392564,395167
100,1,1,60060,18,1,2463.99,392359,394823
100,1,1,60060,19,1,3135.03,390963,394098
100,1,1,60060,1,1,3283.38,393609,396893
100,1,1,60060,20,1,9342.86,395241,404584
100,1,1,60060,2,1,2650.36,396606,399257
100,1,1,60060,3,1,2904.28,394868,397772
100,1,1,60060,4,1,2828.66,392444,395273
100,1,1,60060,5,1,2557.31,393693,396251
100,1,1,60060,6,1,2630.28,392168,394799
100,1,1,60060,7,1,2964.91,396308,399273
100,1,1,60060,8,1,2477.24,393559,396037
100,1,1,60060,9,1,2566.36,392556,395122
