grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
200,1,1,60060,10,1,3251.81,466342,469594
200,1,1,60060,11,1,3077.85,462255,465333
200,1,1,60060,12,1,2633.6,329898,332532
200,1,1,60060,13,1,3119.31,465034,468153
200,1,1,60060,14,1,2729.99,464152,466882
200,1,1,60060,15,1,2662.72,465515,468178
200,1,1,60060,16,1,3029.26,466327,469356
200,1,1,60060,17,1,2254.82,329343,331598
200,1,1,60060,18,1,2800.07,461470,464271
200,1,1,60060,19,1,3863.41,461581,465444
200,1,1,60060,1,1,2927.95,469003,471931
200,1,1,60060,20,1,3350.99,464717,468068
200,1,1,60060,2,1,2500.02,467328,469828
200,1,1,60060,3,1,2726.12,465543,468269
200,1,1,60060,4,1,2842.17,468053,470895
200,1,1,60060,5,1,2798.93,463859,466658
200,1,1,60060,6,1,2567.86,467518,470086
200,1,1,60060,7,1,2684.43,463023,465707
200,1,1,60060,8,1,2740.24,462941,465681
200,1,1,60060,9,1,2697.76,469197,471895
