grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
150,1,1,60060,10,1,2448.05,400867,403315
150,1,1,60060,11,1,2166.68,397650,399816
150,1,1,60060,12,1,2425.89,397651,400077
150,1,1,60060,13,1,12356.7,396715,409072
150,1,1,60060,14,1,2394.36,423596,425990
150,1,1,60060,15,1,2423.67,398493,400917
150,1,1,60060,16,1,2573.48,397727,400301
150,1,1,60060,17,1,2180.24,400375,402556
150,1,1,60060,18,1,2628.66,397103,399732
150,1,1,60060,19,1,2907.07,402429,405336
150,1,1,60060,1,1,2612.2,403059,405671
150,1,1,60060,20,1,2335.25,399727,402062
150,1,1,60060,2,1,3000.17,427447,430448
150,1,1,60060,3,1,2682.41,398600,401282
150,1,1,60060,4,1,2926.42,427425,430351
150,1,1,60060,5,1,2917.51,397880,400798
150,1,1,60060,6,1,2422.58,401260,403683
150,1,1,60060,7,1,2538.88,398066,400605
150,1,1,60060,8,1,2798.12,398904,401702
150,1,1,60060,9,1,2373.55,398932,401306
