grid_x,grid_y,grid_z,iters,batch_id,batch_size,init_time,main_time,total_time
500,1,1,60060,10,1,2583.39,401296,403879
500,1,1,60060,11,1,2929.94,399547,402477
500,1,1,60060,12,1,2854.17,401335,404189
500,1,1,60060,13,1,2904.18,400488,403392
500,1,1,60060,14,1,2787.66,399082,401869
500,1,1,60060,15,1,2995.41,400727,403722
500,1,1,60060,16,1,3001.44,401271,404272
500,1,1,60060,17,1,2633.6,400297,402931
500,1,1,60060,18,1,3080.84,402637,405717
500,1,1,60060,19,1,2724.35,399988,402712
500,1,1,60060,1,1,2856.42,400764,403620
500,1,1,60060,20,1,2285.03,401875,404160
500,1,1,60060,2,1,2854.24,436332,439186
500,1,1,60060,3,1,3185.29,422751,425936
500,1,1,60060,4,1,3095.72,400271,403367
500,1,1,60060,5,1,2777.84,399951,402729
500,1,1,60060,6,1,2778.14,400611,403390
500,1,1,60060,7,1,2699.07,400376,403075
500,1,1,60060,8,1,2716.31,398620,401336
500,1,1,60060,9,1,3168.3,401405,404573
