grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
400,300,1,60018,10,0,169833,169833
400,300,1,60018,11,0,169786,169786
400,300,1,60018,12,0,169836,169836
400,300,1,60018,13,0,169811,169811
400,300,1,60018,14,0,169825,169825
400,300,1,60018,15,0,169778,169778
400,300,1,60018,16,0,169813,169813
400,300,1,60018,17,0,169808,169808
400,300,1,60018,18,0,169765,169765
400,300,1,60018,19,0,169792,169792
400,300,1,60018,1,0,169775,169775
400,300,1,60018,20,0,169735,169735
400,300,1,60018,2,0,169773,169773
400,300,1,60018,3,0,169804,169804
400,300,1,60018,4,0,169840,169840
400,300,1,60018,5,0,169785,169785
400,300,1,60018,6,0,169789,169789
400,300,1,60018,7,0,169766,169766
400,300,1,60018,8,0,169747,169747
400,300,1,60018,9,0,169805,169805
