grid_x,grid_y,grid_z,average_main_time
30,30,1,12119.637999999999
60,60,1,16830.566
100,100,1,25842.125000000004
200,100,1,41706.897
200,200,1,67187.508
300,150,1,74392.735
300,300,1,129343.95
400,200,1,120437.5
400,300,1,169793.3
400,400,1,219416.95
