grid_x,grid_y,grid_z,iters,batch_id,init_time,main_time,total_time
400,200,1,60018,10,0,120423,120423
400,200,1,60018,11,0,120375,120375
400,200,1,60018,12,0,120503,120503
400,200,1,60018,13,0,120424,120424
400,200,1,60018,14,0,120458,120458
400,200,1,60018,15,0,120451,120451
400,200,1,60018,16,0,120429,120429
400,200,1,60018,17,0,120491,120491
400,200,1,60018,18,0,120441,120441
400,200,1,60018,19,0,120449,120449
400,200,1,60018,1,0,120432,120432
400,200,1,60018,20,0,120396,120396
400,200,1,60018,2,0,120475,120475
400,200,1,60018,3,0,120450,120450
400,200,1,60018,4,0,120399,120399
400,200,1,60018,5,0,120480,120480
400,200,1,60018,6,0,120410,120410
400,200,1,60018,7,0,120407,120407
400,200,1,60018,8,0,120463,120463
400,200,1,60018,9,0,120394,120394
