grid_x,grid_y,grid_z,average_main_time
30,30,1,9116.57
60,60,1,9939.99
100,100,1,17594.08
200,100,1,30025.55
200,200,1,54807.98
300,150,1,60601.85
300,300,1,114886.05
300,350,1,132971.85
300,375,1,142022.55
300,400,1,151056.05
300,425,1,160143.35
300,450,1,169173.05
300,475,1,181346.0
300,500,1,194907.65
300,525,1,208481.95
300,550,1,222053.35
300,575,1,235609.65
400,200,1,106546.3
400,300,1,156074.3
400,350,1,183895.5
400,375,1,202453.55
400,400,1,221014.15
400,425,1,239599.7
