grid_x,grid_y,grid_z,batch_size,average_main_time
30,30,30,1,370576.6
30,30,50,1,449803.0
50,50,16,1,637564.2
50,50,30,1,814956.0
50,50,50,1,1053788.0
75,75,75,1,2785008.0
100,100,100,1,5975320.0
125,125,125,1,10230850.0
150,150,150,1,16448200.0
175,175,175,1,25177550.0
200,200,200,1,36270750.0
225,225,225,1,50558000.0
250,250,250,1,67189250.0
