iterations,batch_size,grid,runtime(us),num_elements,FLOP_per_cell,throughput(GFLOP/S)
60000,1,100x100,25842.125,10000,17,394.7043829
60000,1,200x100,41706.897,20000,17,489.1277335
60000,1,200x200,67187.508,40000,17,607.2557416
60000,1,300x150,74392.735,45000,17,616.9957322
60000,1,300x300,129343.95,90000,17,709.7355539
60000,1,400x200,120437.5,80000,17,677.5298391
60000,1,400x300,169793.3,120000,17,720.876501
60000,1,400x400,219416.95,160000,17,743.7893928
Max,,,,,,743.7893928
